	transcript	start	end	role	BC	folder	each_role	index
25739	해야죠 잘 해야죠	1484.732	1487.987	client	0	40	['cs', 'cs', 'ct', 'ct', 'ct']	31506
25740	긍정적으로 많이	1486.847	1489.67	counselor	3	40	['ct', 'ct', 'ct', 'cs', 'cs']	31507
25741	네	1487.307	1489.981	client	0	40	['ct', 'ct', 'cs', 'cs', 'ct']	31508
25742	잘 하실 것 같아요 그럼에도	1510.093	1512.768	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31509
25743	열심히 할게요	1510.533	1513.33	client	0	40	['cs', 'cs', 'cs', 'ct', 'ct']	31510
25744	불구하고	1510.853	1514.848	counselor	0	40	['cs', 'cs', 'ct', 'ct', 'cs']	31511
25745	네	1512.108	1513.85	client	0	40	['cs', 'ct', 'ct', 'cs', 'ct']	31512
25746	몰두를 해야 되는 부분이 있겠죠	1518.368	1520.448	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31513
25747	될 것 같아요 균형감 있게	1542.454	1543.894	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31515
25748	어떻게	1542.574	1545.641	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31516
25749	내가 좋아하는 것에 대한 부분을	1546.611	1550.331	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31517
25750	다음에 유튜브 부분에서 조금 줄이시고	1557.519	1560.719	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31519
25751	염려되는 부분이 그 부분이시기 때문에	1590.341	1592.661	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31521
25752	또 중요한 시기이기 때문에	1593.281	1595.552	counselor	3	40	['ct', 'cs', 'cs', 'cs', 'cs']	31523
25753	좀 어려워지시더라고요 그래서 축구 일	1598.292	1605.215	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31525
25754	그죠	1598.492	1605.869	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31526
25755	노래 일	1602.415	1606.895	counselor	3	40	['cs', 'cs', 'ct', 'cs', 'cs']	31527
25756	네	1602.895	1606.349	client	0	40	['cs', 'ct', 'cs', 'cs', 'ct']	31528
25757	유튜브 영 영일	1605.535	1608.735	counselor	0	40	['cs', 'ct', 'cs', 'cs', 'cs']	31529
25758	영 영일 공부한 십 해가지고	1608.384	1611.551	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31530
25759	공부하는 건 구 오 정도	1612.034	1613.974	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31531
25760	구 오	1612.614	1614.05	client	0	40	['cs', 'cs', 'cs', 'ct', 'ct']	31532
25761	해서	1613.134	1614.214	counselor	0	40	['cs', 'cs', 'ct', 'ct', 'cs']	31533
25762	정도	1613.414	1614.69	client	0	40	['cs', 'ct', 'ct', 'cs', 'ct']	31534
25763	그렇게 해서 이제 비중을 확대하신다면	1615.208	1617.868	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31535
25764	그 안에서도 성취감을 또한 맛보시잖아요	1619.388	1622.348	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31537
25765	맛본다는 게 굉장히 큰 행복이신데	1624.26	1626.46	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31539
25766	뿌듯하긴 해요 와 내가 이걸	1628.184	1629.789	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31540
25767	때 내가 어떤 사람으로 느껴지세요	1634.067	1636.147	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31541
25768	좀 이런 생각을 가지고 공부했었는데	1651.431	1653.531	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31542
25769	응	1651.651	1654.462	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31543
25770	막 이런 생각도 하고 있고	1663.959	1665.439	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31544
25771	응	1664.159	1666.207	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31545
25772	모르겠어요 그 성취감을 얻었을 때	1671.447	1672.823	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31546
25773	성취감이 그래서 무엇을 위한 행복감인가	1673.327	1676.847	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31548
25774	나의 취업을 위한 것인가	1677.279	1679.635	client	1	40	['cs', 'ct', 'ct', 'ct', 'ct']	31550
25775	응	1677.795	1680.517	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31551
25776	적 순고한 목적으로 인한 행복감인가	1681.062	1685.302	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31552
25777	방향성을 모르겠어요 뭔가 좋긴 한데	1687.057	1689.382	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31554
25778	응	1687.897	1691.205	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31555
25779	모르겠는 행복 행복이 조금 있거든요	1692.704	1694.904	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31556
25780	같이 해야 할 취미니까 이제	1698.514	1699.954	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31558
25781	응	1698.634	1700.525	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31559
25782	행복하잖아요	1698.874	1700.634	client	1	40	['ct', 'ct', 'ct', 'cs', 'ct']	31560
25783	느끼는 행복감이 그 방향성은 어디인가	1703.308	1706.588	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31562
25784	운명인가 아닌가 돈을 벌 운명인가	1708.847	1711.247	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31564
25785	그건 잘 모르겠 모르겠어요	1711.779	1715.112	client	1	40	['cs', 'ct', 'ct', 'ct', 'ct']	31566
25786	애매한 답변 어떻게 하냐 이거	1721.072	1723.072	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31568
25787	내년에 이제 대학원을 가게 된다면	1727.329	1730.049	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31569
25788	네	1727.969	1730.257	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31570
25789	이렇게 안 서시는 게 아닐까	1739.846	1742.326	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31571
25790	어 이제 좀 올인에서 조금	1764.958	1769.632	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31573
25791	그쵸 그래서 못한 것도 있죠	1770.484	1775.164	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31574
25792	막 정신이 공부하다가 네 재밌겠다	1782.009	1784.242	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31576
25793	이러고	1782.689	1784.642	client	1	40	['ct', 'ct', 'ct', 'cs', 'ct']	31578
25794	같아요 그리고 나면 거의 올인해서	1806.268	1810.458	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31579
25795	아	1807.338	1813.275	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31580
25796	거기에서 얻는	1808.538	1813.665	counselor	1	40	['cs', 'cs', 'ct', 'cs', 'cs']	31581
25797	과정 속에서 막 성취감 뿜뿜하시면서	1862.672	1865.792	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31583
25798	하면서 뭐 하지 이런 생각만	1876.218	1877.738	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31584
25799	생각 할 걸 못 느꼈네	1880.408	1882.728	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31586
25800	그러긴 했네요 정말	1882.248	1885.762	client	1	40	['ct', 'cs', 'ct', 'ct', 'ct']	31588
25801	응 응응	1884.682	1892.687	counselor	0	40	['ct', 'ct', 'ct', 'cs', 'cs']	31589
25802	좀 걸어야겠어요	1885.282	1893.746	client	0	40	['ct', 'cs', 'cs', 'ct', 'ct']	31590
25803	하하하하하하	1886.688	1894.991	counselor	0	40	['cs', 'cs', 'ct', 'ct', 'cs']	31591
25804	좀 그런 시간이 없었거든요 요새	1896.859	1898.599	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31592
25805	음	1897.039	1899.576	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31593
25806	다니고 해서 원래 삼사십분씩 걸었는데	1900.153	1902.593	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31594
25807	아	1900.593	1903.85	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31595
25808	다시 걸어다닐 필요가 있지 않나	1904.62	1907.02	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31596
25809	음 다행입니다 때로는	1906.38	1917.573	counselor	1	40	['ct', 'ct', 'cs', 'cs', 'cs']	31597
25810	네	1906.66	1917.075	client	0	40	['ct', 'cs', 'cs', 'cs', 'ct']	31598
25811	그래서 자꾸 생각이 집중보다는 이게	1939.091	1942.711	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31599
25812	막연한 불안함이 있긴 하죠 정말	1951.179	1954.099	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31600
25813	웃고 막 놀러 다니고 해도	1955.394	1957.714	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31602
25814	네	1955.594	1957.762	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31603
25815	있을 수 있겠네요 확실하지는 않으니까	1959.914	1962.43	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31604
25816	없으니까 확신을 좀 만들어 놔야겠다	1964.74	1966.58	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31606
25817	그 웃음 속에는 얼마나 마음이	1972.135	1974.355	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31607
25818	거라서 이제 웃는 것도 있는데	1980.595	1982.195	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31608
25819	이제야 마음 속에 고백이 나오시네요	1984.403	1986.843	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31609
25820	처음에 딱 설문지 받았을 때	1989.407	1991.407	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31610
25821	또 이렇게 얘기해 보니까 그렇네	1995.696	1997.196	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31612
25822	음	1995.876	1998.632	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31613
25823	있긴 있 솔루션이 있었네요 또	1999.383	2001.783	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31614
25824	할 얘기가 없으면 어떡하지 막	2004.716	2007.399	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31616
25825	그러면서 왔는데	2006.039	2008.439	client	1	40	['ct', 'cs', 'cs', 'ct', 'ct']	31618
25826	것 같아요 뭘 해야 될까	2018.216	2019.924	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31620
25827	누나들을 바쁘다는 이유로 안 찾아갔지만	2026.722	2029.122	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31622
25828	음	2027.442	2029.787	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31623
25829	찾아봐야 되지 않나 공부도 하면서	2030.887	2033.211	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31624
25830	정하기 위해서 뭘 해야 될지는	2040.522	2042.122	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31626
25831	네 음 우선순위가 있기 때문에	2042.043	2047.508	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31627
25832	네	2043.723	2047.691	client	1	40	['cs', 'cs', 'cs', 'cs', 'ct']	31628
25833	음 음	2046.628	2048.958	counselor	3	40	['cs', 'cs', 'ct', 'cs', 'cs']	31629
25834	맞아요	2046.788	2048.251	client	1	40	['cs', 'ct', 'cs', 'cs', 'ct']	31630
25835	자꾸 외부로 가시게 되는 거죠	2074.354	2076.554	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31631
25836	맞서 싸워야 끈기가 생기는 건데	2080.097	2082.257	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31632
25837	그렇죠 결국엔 나거든요	2081.097	2085.009	counselor	0	40	['ct', 'ct', 'cs', 'cs', 'cs']	31633
25838	지구가 돌아가는 것이 아닌	2091.253	2096.781	counselor	0	40	['ct', 'cs', 'cs', 'cs', 'cs']	31635
25839	네 내가 돌고 있는 건데	2096.594	2098.794	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31636
25840	또 정신 팔려있는 일도 많아서	2109.954	2112.374	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31638
25841	음	2110.294	2115.506	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31639
25842	네 그래요 좀	2111.254	2115.072	client	3	40	['ct', 'cs', 'ct', 'ct', 'ct']	31640
25843	음 그러셨구나	2114.012	2117.586	counselor	0	40	['ct', 'ct', 'ct', 'cs', 'cs']	31641
25844	친구들은 다 연애를 오래 하는데	2121.405	2123.285	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31642
25845	음	2121.965	2124.266	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31643
25846	이유로 그랬나 갑자기 주제가 바뀌었죠	2135.416	2139.41	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31644
25847	음	2135.576	2141.115	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31645
25848	좋아하는데 얘는 안 좋아해서 힘들거나	2148.35	2150.041	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31646
25849	좋아하는데 제가 안 좋아해서 힘들거나	2151.49	2152.899	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31648
25850	들어오는 사람을 만날 수가 있을까	2156.374	2158.294	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31650
25851	음	2156.774	2159.442	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31651
25852	그런 생각도 하고 있고 내가	2162.95	2164.608	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31652
25853	기준이 이상한가	2163.83	2165.768	client	1	40	['ct', 'ct', 'cs', 'ct', 'ct']	31654
25854	이런 생각도 하고 있고요 요새	2170.187	2171.727	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31656
25855	음	2170.327	2172.722	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31657
25856	신경 쓸 때가 아니긴 한데	2173.035	2174.555	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31658
25857	음	2173.315	2175.841	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31659
25858	라는 생각만 막연한 생각만 있어요	2187.625	2189.645	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31660
25859	어려운 문제인가요 그런 고민도 있어요	2209.664	2213.453	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31662
25860	거니까 공부만 하고 있을 뿐인데	2219.495	2221.027	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31664
25861	음	2219.687	2221.683	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31665
25862	내가 그 사람을 좋아하는 방법	2231.721	2233.201	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31666
25863	어떻게 생각해야 편할까요	2235.14	2240.349	client	1	40	['cs', 'cs', 'ct', 'ct', 'ct']	31668
25864	부분에 있어서 좀 문 어	2245.587	2248.427	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31669
25865	이런 생각이 있으셨네요 고민이 있으셨어요	2249.747	2253.411	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31671
25866	하셨다고 하시는데 고민은 여기다 놓고	2261.563	2264.154	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31673
25867	다른 고민을 하셨네요	2263.554	2265.634	counselor	3	40	['cs', 'ct', 'cs', 'cs', 'cs']	31675
25868	부분에 있어서는 어 저는 석규님이	2270.346	2275.386	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31677
25869	생각하는 것은 음 누구 생각인가요	2303.322	2307.362	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31679
25870	그런가 그 나이 먹도록 연애를	2310.132	2312.516	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31680
25871	음	2311.496	2315.478	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31681
25872	제대로 안 해봤냐 뭐 이런	2312.516	2314.212	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31682
25873	그렇죠 남의 관점인데 그것도	2315.558	2317.712	client	0	40	['cs', 'ct', 'ct', 'ct', 'ct']	31684
25874	그건 이제 그분들의 생각이신	2317.112	2320.234	counselor	3	40	['ct', 'cs', 'cs', 'cs', 'cs']	31685
25875	거고	2319.034	2320.914	counselor	3	40	['cs', 'cs', 'cs', 'ct', 'cs']	31687
25876	그렇죠	2319.194	2320.886	client	0	40	['cs', 'cs', 'ct', 'cs', 'ct']	31688
25877	이성을 만나면 굉장히 관계가 좀	2379.342	2381.822	counselor	2	40	['cs', 'cs', 'cs', 'cs', 'cs']	31689
25878	있는 부분도 있고 음 음	2423.643	2428.094	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31691
25879	먹고 살지 이런 고민하고 있으면	2440.27	2441.87	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31692
25880	음	2440.39	2443.003	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31693
25881	그게 참 뻘쭘하긴 하겠다 그죠	2444.14	2446.54	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31694
25882	좀 가질 필요가 있겠네요 정말	2451.443	2453.73	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31696
25883	음	2451.603	2454.179	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31697
25884	말씀해주신 것처럼	2452.803	2454.61	client	1	40	['ct', 'ct', 'cs', 'ct', 'ct']	31698
25885	실마리를 좀 던져주시는 것 같아서	2467.741	2469.821	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31700
25886	그렇죠 모든 지점에서의 해결은	2469.261	2475.538	counselor	0	40	['ct', 'cs', 'cs', 'cs', 'cs']	31701
25887	네 제가 해야죠 이제	2474.218	2477.466	client	3	40	['cs', 'ct', 'ct', 'ct', 'ct']	31702
25888	갈 길이 머네요	2476.906	2479.719	client	0	40	['ct', 'cs', 'ct', 'ct', 'ct']	31704
25889	하시는 부분이 가장 중요하다고 저는	2515.542	2518.702	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31705
25890	아직 제대로 정해진 게 없으니까	2528.462	2531.062	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31706
25891	몰랐다고 해야 되나	2530.382	2531.862	client	1	40	['ct', 'cs', 'ct', 'ct', 'ct']	31708
25892	음	2530.846	2533.145	counselor	0	40	['cs', 'ct', 'ct', 'ct', 'cs']	31709
25893	가치가 있을지 생각을 안 해봤네요	2536.161	2537.641	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31710
25894	음 음	2536.681	2542.672	counselor	0	40	['ct', 'ct', 'ct', 'cs', 'cs']	31711
25895	그렇네요	2536.961	2544.077	client	1	40	['ct', 'ct', 'cs', 'cs', 'ct']	31712
25896	음 일년 휴학은	2541.832	2551.516	counselor	0	40	['cs', 'ct', 'cs', 'cs', 'cs']	31713
25897	네	2543.497	2551.397	client	0	40	['ct', 'cs', 'cs', 'cs', 'ct']	31714
25898	어떤 부분이 좀 영향을 미치셨을까요	2553.836	2556.436	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31715
25899	건 그냥 대외활동 너무 재밌어가지고	2557.061	2559.341	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31716
25900	막 했었거든요 그냥 그런 거	2563.367	2565.39	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31718
25901	이때 아니면 언제 해보겠냐 그런	2572.826	2574.906	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31720
25902	음	2572.906	2575.585	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31721
25903	생각으로 해봤죠	2573.346	2575.746	client	2	40	['ct', 'ct', 'cs', 'ct', 'ct']	31722
25904	음 굉장히 자유롭게 또	2575.266	2579.976	counselor	0	40	['ct', 'cs', 'cs', 'cs', 'cs']	31723
25905	네	2575.82	2580.042	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31724
25906	하신	2578.356	2580.136	counselor	0	40	['cs', 'cs', 'cs', 'ct', 'cs']	31725
25907	그냥	2578.696	2580.682	client	0	40	['cs', 'cs', 'ct', 'cs', 'ct']	31726
25908	기간이시네요	2579.336	2581.136	counselor	0	40	['cs', 'ct', 'cs', 'ct', 'cs']	31727
25909	나름 공부도 해야지 하고 생각했었는데	2584.452	2587.412	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31728
25910	공부는 그때도 못했고	2585.692	2588.772	client	1	40	['ct', 'cs', 'ct', 'ct', 'ct']	31730
25911	음	2586.718	2591.138	counselor	0	40	['cs', 'ct', 'ct', 'ct', 'cs']	31731
25912	그래서 이제 하고 있긴 한데	2589.754	2591.174	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31732
25913	음 그런 부분에서	2590.534	2594.988	counselor	1	40	['ct', 'ct', 'cs', 'cs', 'cs']	31733
25914	네	2590.814	2594.901	client	0	40	['ct', 'cs', 'cs', 'cs', 'ct']	31734
25915	시간이 있으셨네요 자유롭게 주어진 시간	2597.988	2601.108	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31735
25916	그렇죠 온전히	2599.428	2601.877	client	1	40	['cs', 'cs', 'cs', 'ct', 'ct']	31736
25917	음	2599.868	2601.884	counselor	0	40	['cs', 'cs', 'ct', 'ct', 'cs']	31737
25918	저를 위해서	2600.957	2602.597	client	1	40	['ct', 'ct', 'cs', 'ct', 'ct']	31738
25919	이런 식으로 가지치기를 한 그거였죠	2609.25	2611.81	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31740
25920	한 했던 한 학기였죠	2611.817	2613.958	client	1	40	['cs', 'ct', 'ct', 'ct', 'ct']	31742
25921	음	2612.498	2614.957	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31743
25922	교수님이 됐든 부모님이 굴려주는 것보다	2640.137	2643.057	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31744
25923	음 석규님이 하시면 되겠네요	2642.737	2656.996	counselor	3	40	['ct', 'cs', 'cs', 'cs', 'cs']	31745
25924	지금도 굴구르다 왔거든요 공부하다가 오고	2678.379	2680.739	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31746
25925	너무 운이 좋다는 것 같아요	2684.604	2686.404	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31748
25926	아	2685.164	2686.806	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31749
25927	제가 필요로	2685.684	2687.385	client	1	40	['ct', 'ct', 'cs', 'ct', 'ct']	31750
25928	네	2685.924	2687.286	counselor	0	40	['ct', 'cs', 'ct', 'ct', 'cs']	31751
25929	친구들이 있고 형들이 있고 하니까	2689.025	2691.225	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31752
25930	음 음	2690.105	2693.442	counselor	0	40	['ct', 'ct', 'ct', 'cs', 'cs']	31753
25931	뭘 너무 너무 구구절절 얘기하나	2715.29	2719.05	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31754
25932	음	2716.81	2719.242	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31755
25933	그죠	2717.13	2719.49	client	0	40	['ct', 'ct', 'ct', 'cs', 'ct']	31756
25934	석규님이	2717.37	2726.683	counselor	1	40	['ct', 'ct', 'cs', 'ct', 'cs']	31757
25935	네	2718.01	2724.368	client	0	40	['ct', 'cs', 'ct', 'cs', 'ct']	31758
25936	밥을 사주고 싶은 대상도 있고	2731.1	2733.34	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31759
25937	그렇죠	2731.38	2733.729	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31760
25938	대상도 있고 이제 굴려주는 사람이	2735.78	2742.279	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31761
25939	내가 내 삶을 구 구르려고	2748.079	2750.959	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31763
25940	생각을 좀 하시는 것 같아요	2759.106	2760.586	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31765
25941	스스로 굴리는 게 제일 좋죠	2763.118	2764.518	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31766
25942	네 그래서	2763.638	2766.932	counselor	3	40	['ct', 'ct', 'ct', 'cs', 'cs']	31767
25943	네	2763.758	2766.291	client	0	40	['ct', 'ct', 'cs', 'cs', 'ct']	31768
25944	성취감을 맛보실 수 있는 석규님이	2777.275	2782.515	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31769
